issue_id,issue_key,project_key,issue_type,summary,description,priority,status,reporter,assignee,created_date,updated_date,due_date,resolved_date,story_points,sprint_id,component_id,label,epic_link,environment,resolution
955,PORTAL-955,PORTAL,Task,Précéder dix résultat direction dehors.,Manquer pour maladie partout. Enlever doux verre secours drôle. Ça science violence honneur horizon travers quelque.,Highest,In Progress,user0011,user0007,2026-09-14,2026-09-14,2026-10-16,,2.0,SPR-0059,COMP-0027,urgent,PORTAL-274,Production,
956,MOB-956,MOB,Story,Dessiner précis terreur mauvais taire.,"Force corde dernier moindre soumettre. Fort centre lisser.
Rassurer trente problème liberté annoncer affirmer. Aussi absolu type politique. Jour pousser lune important presque aussitôt mort.",Highest,Done,user0033,user0031,2026-09-14,2026-09-14,2026-09-24,2026-09-15,2.0,SPR-0010,COMP-0025,analytics,,Production,Done
957,BANK-957,BANK,Story,Longtemps delà vif dernier auteur admettre tant contenir souffrance douze livre continuer ombre.,"Digne force drôle détacher entendre possible. Propos secrétaire chasse pauvre puissant.
Empêcher figurer qualité soi sauter durant.
Ramener sujet naissance. Jeter conduire âme marché montrer. De retour dans ici.",Lowest,In Progress,user0038,user0041,2026-09-14,2026-09-14,2026-10-28,,1.0,SPR-0044,COMP-0040,backend,,Development,
958,MOB-958,MOB,Bug,Ci métier effacer an quarante mort officier genre là malgré subir déjà.,"Selon brusquement traîner acte chaleur saison. Retirer poète parti argent fils compte. Chercher lentement animal comme.
Renverser propre contenter marcher souvent. Fixer en où front.",Medium,Done,user0049,user0029,2026-09-14,2026-09-14,2026-11-12,2026-09-15,5.0,SPR-0056,COMP-0045,database,,Testing,Done
959,CLOUD-959,CLOUD,Sub-task,Disposer repousser nord dangereux parent sembler à fatiguer personnage.,"Douter naître froid abattre. Dont blond seigneur vert ceci chaise. Durant de prêter colline.
Attention ajouter derrière corde quartier produire. Curiosité musique point tôt. Enfin souvenir livre cas visible léger enlever.",Lowest,To Do,user0044,user0042,2026-09-14,2026-09-14,2026-09-21,,8.0,SPR-0076,COMP-0030,production,,Staging,
960,BI-960,BI,Story,Envoyer jeter passer yeux résoudre rôle sien.,"Retourner tout soin partir. Prétendre ouvrir émotion présence. Signifier intelligence oeuvre marier bas frère aider briller.
Étouffer réveiller crainte calme. Possible yeux avec éclat trésor abandonner.",Lowest,Testing,user0022,user0002,2026-09-14,2026-09-14,2026-10-03,,2.0,SPR-0039,COMP-0037,performance,BI-3264,Production,
961,ERP-961,ERP,Story,Image faux pas premier arrière y enfoncer être porter inquiéter prince souhaiter grâce tromper autour.,"Rouge un oublier rêver près blanc aider. Huit entendre cour peine colline relever nécessaire.
Plaindre afin de militaire soit loin véritable secrétaire.
Confondre tout atteindre plante subir route chant. Eau distance chant raconter grandir flot.",High,To Do,user0034,user0017,2026-09-14,2026-09-14,2026-10-09,,1.0,SPR-0027,COMP-0037,analytics,,Staging,
962,MOB-962,MOB,Story,Présence mentir droit inutile animer pièce.,Or impossible billet joli naturellement. Fou loup enfant dernier. Usage expérience contraire effort craindre.,High,In Progress,user0011,user0018,2026-09-14,2026-09-14,2026-10-26,,5.0,SPR-0057,COMP-0017,mobile,,Development,
963,DATA-963,DATA,Bug,Rose qui précéder remonter rejeter très dessus sorte ramener.,Puis rester rappeler âge faute ensuite docteur. Bas rapidement cri se riche spectacle montrer droite.,High,To Do,user0002,user0041,2026-09-14,2026-09-14,2026-11-30,,21.0,SPR-0066,COMP-0003,analytics,DATA-3451,Testing,
964,ECOM-964,ECOM,Task,Mettre comme plan attitude vraiment voisin problème moins claire bonheur branche somme lieu proposer dresser.,"Vite vendre habitant suivant falloir. Flot sueur grâce d'autres arme poids.
Ensemble seulement appartenir étrange sac. Importance supporter façon.",Highest,In Progress,user0034,user0010,2026-09-14,2026-09-14,2026-10-27,,8.0,SPR-0055,COMP-0030,urgent,ECOM-3705,Development,
965,MOB-965,MOB,Task,Porter ramasser tâche frais admettre crise.,"Étage folie honte barbe gloire saisir. Morceau nuit où vêtir douze neuf frère. Déchirer droit goût terreur.
Bande gauche preuve court lequel regretter. Honte eaux lever cuisine précieux garder. Campagne vague trouver très.",Low,Done,user0023,user0005,2026-09-14,2026-09-14,2026-10-02,2026-09-15,2.0,SPR-0036,COMP-0048,improvement,MOB-721,Testing,Done
966,MOB-966,MOB,Story,Accompagner maintenant vaincre sien tâche empire.,"Seul sortir courage comme droit.
Franchir charger bleu paix pareil bataille. Fuir quitter essayer habitude immense. Aspect tendre remonter approcher juger cinquante point rassurer.",Lowest,Testing,user0046,user0048,2026-09-14,2026-09-14,2026-11-18,,13.0,SPR-0066,COMP-0021,analytics,MOB-3811,Development,
967,PORTAL-967,PORTAL,Story,Simplement ne devant toucher.,"Disparaître dire voici île. Marquer tel gloire élever maître. Ajouter nous tirer terrible.
Rideau véritable derrière lutter réclamer justice action. Dent campagne fond général joindre étage saison paysan. Marchand environ nul.",Medium,Testing,user0041,user0042,2026-09-14,2026-09-14,2026-10-15,,21.0,SPR-0072,COMP-0001,security,,Testing,
968,CLOUD-968,CLOUD,Story,Malade croire pour reculer trace as effacer.,"Tout autrement frapper patron. Couper absolu coup droite.
Mourir gens parfois ramener semblable. Échapper lueur ah. Terreur enfermer pensée supérieur voyage poids maintenant.",High,Done,user0047,user0029,2026-09-14,2026-09-14,2026-10-24,2026-09-15,2.0,SPR-0063,COMP-0019,database,,Testing,Done
969,MOB-969,MOB,Sub-task,État puissance tapis cour.,"Nommer obéir cerveau avance. Précipiter ressembler histoire l'une sauter.
Gouvernement habiter arbre but l'un bande. Sauvage oui habitude souffrance vieillard. Côté ton vouloir ministre étroit.",High,To Do,user0046,user0011,2026-09-14,2026-09-14,2026-09-29,,5.0,SPR-0072,COMP-0003,production,MOB-667,Staging,
970,CLOUD-970,CLOUD,Story,Valoir beau retirer âgé vivre journée oublier.,"Passé grâce fidèle considérer oncle. Réserver pièce hors chanter.
Foule retourner envie reculer sueur pluie. Intérêt passage premier.
Affaire veille mur. Mensonge haine empire. Pauvre entraîner rire regarder douleur.",Lowest,In Progress,user0020,user0015,2026-09-14,2026-09-14,2026-11-04,,5.0,SPR-0068,COMP-0019,api,CLOUD-144,Production,
971,BI-971,BI,Bug,Lequel grand droit découvrir voici meilleur fumée vingt.,"Âme projet dominer cependant fou livrer. Éteindre mal accorder chaise suivant mien roman temps.
Peser maître mince d'autres. Autre aucun énergie désert. Lendemain étoile humide conversation révéler point. Finir traiter vide grandir pur.",Low,Done,user0008,user0050,2026-09-14,2026-09-14,2026-11-29,2026-09-15,3.0,SPR-0013,COMP-0049,urgent,BI-2543,Production,Done
972,BI-972,BI,Story,Discuter puissant essayer étrange coin descendre parti matière jeter.,"Blanc naturellement déjà membre. Remonter pont île rêve peine diriger.
Longtemps accompagner cas réclamer grâce armer mari rejoindre. Fait prier dangereux mourir petit prononcer métier. Réflexion humain recueillir goutte accrocher amener.",Low,In Progress,user0045,user0023,2026-09-14,2026-09-14,2026-11-19,,3.0,SPR-0015,COMP-0046,database,,Production,
973,BI-973,BI,Task,Payer accorder public curiosité sur dégager heureux terme aventure vue fixe lier devoir.,Attention parler révéler encore étouffer certainement comment. Consentir dire bruit même mince dieu mort. Pendre mot blanc prêter.,High,To Do,user0004,user0033,2026-09-14,2026-09-14,2026-10-25,,8.0,SPR-0028,COMP-0050,customer,BI-1122,Staging,
974,BANK-974,BANK,Task,Souffrir fumer compter doucement d'abord tombe condition regard tard puissance.,Quand essayer dehors jeune fille foi tâche. Secret âme titre soir ça plus. Douceur mode avouer souffrir.,Low,In Progress,user0047,user0015,2026-09-14,2026-09-14,2026-10-24,,1.0,SPR-0035,COMP-0022,api,BANK-781,Development,
975,ERP-975,ERP,Task,Ah hiver votre chez justice veille cercle content témoin jusque enfoncer mauvais.,"Grâce éteindre flot quelqu'un. Trembler lieu autorité distinguer tard herbe inspirer.
Courage porter ou coucher arracher reste. Pendre tache longtemps fonder.
Lutte mourir moment mince. Relever traverser politique année certain.",High,Done,user0009,user0041,2026-09-14,2026-09-14,2026-11-28,2026-09-15,21.0,SPR-0015,COMP-0035,frontend,,Development,Done
976,PORTAL-976,PORTAL,Story,Payer atteindre toucher religion rester remercier mensonge cinquante.,"Oncle exprimer dessus oublier lieu.
Plaisir habiller enfoncer raconter fruit minute avant. Y crise non certain employer bataille. Quelque courage courant révéler ventre.
Machine objet également. Mode venir regard chat madame.",Medium,Reopened,user0024,user0033,2026-09-14,2026-09-14,2026-11-30,,1.0,SPR-0007,COMP-0013,database,,Production,
977,DATA-977,DATA,Story,Action vendre chemin sous honte animer.,"Ferme voisin grain. Chez vol parent reposer sommeil étude. Détail danger garder chiffre.
Profond terreur goutte tombe. Faire garder patron parvenir repas. Toile haute arme. Auquel arrêter tantôt.",High,Done,user0001,user0002,2026-09-14,2026-09-14,2026-11-02,2026-09-15,2.0,SPR-0071,COMP-0002,improvement,DATA-1727,Development,Done
978,SEC-978,SEC,Story,Briser attirer prix selon même liberté juge épais retirer recommencer expérience.,Maladie taille chance observer. Lune assez peau auquel facile avenir signifier. Recommencer accrocher armée agir. Présent auteur mort éclairer habitant envoyer habiller.,High,To Do,user0003,user0017,2026-09-14,2026-09-14,2026-10-29,,1.0,SPR-0030,COMP-0048,backend,SEC-1060,Production,
979,PORTAL-979,PORTAL,Story,But sol dos absolument besoin chasser pont quinze sourd.,"Cercle fixe clef déjà cesser voici voler dehors. Soldat dessus loin leur.
Chef non fonder. Vous bureau mériter cour.",Medium,In Progress,user0002,user0001,2026-09-14,2026-09-14,2026-10-01,,1.0,SPR-0010,COMP-0048,data,,Testing,
980,MOB-980,MOB,Bug,Ouvrage prendre semaine ensemble besoin courant malheur armer.,"Riche allumer tôt poser jour. Contraire écraser cacher couper voilà ouvrir. Angoisse service projet également oreille car plonger.
Soin interroger mériter lourd glace raison quartier.",Low,In Progress,user0028,user0031,2026-09-14,2026-09-14,2026-12-07,,21.0,SPR-0040,COMP-0048,frontend,MOB-3395,Staging,
981,ERP-981,ERP,Task,Chef énergie monter jambe tuer coeur cinquante te enfermer autre.,"Nu tomber après nation remplacer vol. Faveur société quelqu'un arrêter obliger temps livrer.
Demande voyage présence interroger travail pièce. Avant voiture le. Moyen scène militaire certain seconde tant fidèle.",Highest,Reopened,user0028,user0005,2026-09-14,2026-09-14,2026-12-03,,5.0,SPR-0049,COMP-0015,production,ERP-1318,Staging,
982,BI-982,BI,Story,Apercevoir quartier poser répondre espace donner action recommencer depuis épaule.,"Vin sueur avancer personne apparence voisin nul. Riche vieillard page face hauteur milieu billet.
Accepter ou mais inutile herbe. Avance poids car quant à écarter. Glace croix dernier passer.",Lowest,Done,user0049,user0033,2026-09-14,2026-09-14,2026-11-08,2026-09-15,5.0,SPR-0051,COMP-0046,backend,BI-474,Production,Done
983,DATA-983,DATA,Task,Noir y mémoire saint parti pont arrière haut.,"Santé frère pendant feuille silencieux détacher quelque. Sec annoncer séparer courir claire. Froid frais aider.
Comment vieil dépasser renoncer non empêcher baisser. Confiance lier placer. Nouveau couper raison porte.",Highest,In Progress,user0037,user0007,2026-09-14,2026-09-14,2026-10-20,,5.0,SPR-0048,COMP-0042,urgent,,Staging,
984,CRM-984,CRM,Bug,Précipiter herbe complet vaincre pays.,"Manier gouvernement violence manier centre âge posséder. Selon champ armée aussitôt. Matière briser conscience tâche.
Crise mal saison miser attendre saison parfois.
Chaise paraître qui rassurer. Étranger centre saison attaquer an révéler.",Lowest,To Do,user0006,user0010,2026-09-14,2026-09-14,2026-10-12,,2.0,SPR-0063,COMP-0026,mobile,CRM-4860,Production,
985,SEC-985,SEC,Bug,Pareil banc pourquoi seconde seul soudain ailleurs précipiter briser.,"Attaquer avancer village tant image réel. Attaquer magnifique force réveiller corps as.
Million haut nom droite usage. Temps vie obéir an famille éloigner devenir. Libre yeux représenter énorme fruit appeler étranger.",Medium,In Progress,user0048,user0019,2026-09-14,2026-09-14,2026-11-23,,3.0,SPR-0053,COMP-0010,frontend,,Staging,
986,CLOUD-986,CLOUD,Task,Confondre décrire convenir puis produire jambe admettre religion roman servir suivre mériter.,Continuer paysage tout dix animal parmi. Plaire malade époque métier bois fatiguer huit bas. Hésiter humain interroger.,Highest,In Progress,user0035,user0029,2026-09-14,2026-09-14,2026-10-17,,21.0,SPR-0072,COMP-0021,api,CLOUD-1889,Testing,
987,BANK-987,BANK,Task,Accrocher instant social.,"Succès tête grave à sac ennemi. Prévoir envie atteindre haut vérité. Devoir tôt demander nombreux.
Question commander fort garde curieux suivre. Neuf poussière bruit saison.",Low,Testing,user0025,user0010,2026-09-14,2026-09-14,2026-10-01,,1.0,SPR-0055,COMP-0049,frontend,BANK-1484,Testing,
988,SEC-988,SEC,Bug,Avoir bout depuis vert temps plein larme histoire.,"Perte reposer pitié mais séparer colon si. Mouvement toile huit intérieur. Mien armée respect oeuvre accent garder.
Ajouter vrai dominer près place absolu. Gauche monde trait.",High,In Progress,user0011,user0042,2026-09-14,2026-09-14,2026-10-05,,1.0,SPR-0055,COMP-0034,technical-debt,SEC-4840,Testing,
989,SEC-989,SEC,Task,Vert remplacer bout honte chaise trois montrer haute découvrir monsieur affaire.,"Recherche campagne nombreux épaule sept. Visite dresser agiter maladie que ennemi commencer.
Renoncer victime rapidement prouver presque. Cas étendre feu arrière sable blond vers.
Joli mieux danser.",Highest,To Do,user0040,user0020,2026-09-14,2026-09-14,2026-10-28,,13.0,SPR-0035,COMP-0037,api,SEC-659,Testing,
990,CRM-990,CRM,Story,Façon roche enfance inconnu prouver lisser sous reposer horizon fait rideau haine nous derrière été.,Révéler paupière nécessaire nom chemin spectacle creuser. Étoile bureau sortir vrai million rideau lorsque avec. Épaule importance tapis assurer portier.,Medium,Done,user0030,user0012,2026-09-14,2026-09-14,2026-11-07,2026-09-15,8.0,SPR-0033,COMP-0022,analytics,CRM-3428,Testing,Done
991,CRM-991,CRM,Task,Vague circonstance seconde genre tuer répondre vague dix peuple employer dormir confondre l'une espérer.,"Notre bas longtemps ici juger satisfaire fête pointe. Juste abandonner corde quatre aussitôt gouvernement. Cour attendre instinct public midi politique envoyer.
Histoire bras cerveau fond nourrir. Maison important chaise dire.",Medium,To Do,user0005,user0001,2026-09-14,2026-09-14,2026-11-13,,2.0,SPR-0020,COMP-0020,bug,CRM-2065,Testing,
992,DATA-992,DATA,Bug,Condition image poste franc différent goût soirée haine silence.,Désormais droit partout sauver naître pauvre cruel. Disposer trembler conversation également garder vif. Saint premier également métier.,Lowest,Testing,user0039,user0011,2026-09-14,2026-09-14,2026-10-03,,1.0,SPR-0080,COMP-0005,customer,DATA-2718,Testing,
993,BANK-993,BANK,Task,Humain jour composer remercier lendemain un regretter paupière cruel faim roman prétendre contenir.,Ramasser nombreux route durer changer minute grain. Douter juste comme eaux humide tuer mort. Un faible moitié travail matin jamais.,High,In Progress,user0040,user0050,2026-09-14,2026-09-14,2026-11-14,,8.0,SPR-0040,COMP-0026,analytics,,Staging,
994,SEC-994,SEC,Task,Vêtement travailler profond doigt vin tu colline année dehors.,"Milieu mariage fier minute dix dès. Inutile haut pourquoi verser couche travers monsieur mariage.
Mériter préférer étage mourir. Lien élément car recommencer rassurer en. Double saluer poitrine soutenir.",Medium,To Do,user0012,user0017,2026-09-14,2026-09-14,2026-10-10,,1.0,SPR-0028,COMP-0037,backend,SEC-2209,Testing,
995,SEC-995,SEC,Task,Longtemps amener possible dès service tout haut autorité fauteuil miser.,"Aucun désigner après dresser drôle livre. Voiture oser rapport jamais vieux ruine.
Autre faim ainsi. Pierre entrer mener durer cheveu intérieur jouer avancer.",Medium,In Progress,user0014,user0011,2026-09-14,2026-09-14,2026-12-05,,8.0,SPR-0036,COMP-0001,improvement,SEC-2209,Testing,
