history_id,issue_key,old_status,new_status,changed_by,changed_date
2236,DATA-792,,To Do,user0001,2026-09-14
2237,DATA-792,To Do,In Progress,user0030,2026-09-17
2238,DATA-792,In Progress,Testing,user0013,2026-09-16
2239,DATA-792,Testing,Done,user0011,2026-09-20
2240,ECOM-793,,To Do,user0003,2026-09-14
2241,ECOM-793,To Do,In Progress,user0001,2026-09-20
2242,MOB-794,,To Do,user0034,2026-09-14
2243,MOB-794,To Do,In Progress,user0050,2026-09-19
2244,MOB-794,In Progress,Testing,user0035,2026-09-28
2245,MOB-794,Testing,Done,user0043,2026-09-23
2246,MOB-795,,To Do,user0037,2026-09-14
2247,MOB-795,To Do,In Progress,user0013,2026-09-15
2248,MOB-795,In Progress,Testing,user0018,2026-09-26
2249,SEC-796,,To Do,user0030,2026-09-14
2250,SEC-796,To Do,In Progress,user0008,2026-09-16
2251,CRM-797,,To Do,user0002,2026-09-14
2252,CRM-798,,To Do,user0014,2026-09-14
2253,CRM-798,To Do,In Progress,user0034,2026-09-19
2254,CRM-798,In Progress,Testing,user0042,2026-09-24
2255,CLOUD-799,,To Do,user0039,2026-09-14
2256,CLOUD-799,To Do,In Progress,user0007,2026-09-16
2257,CLOUD-799,In Progress,Testing,user0011,2026-09-28
2258,CRM-800,,To Do,user0046,2026-09-14
2259,CRM-800,To Do,In Progress,user0020,2026-09-15
2260,SEC-801,,To Do,user0048,2026-09-14
2261,SEC-801,To Do,In Progress,user0011,2026-09-17
2262,SEC-801,In Progress,Blocked,user0010,2026-09-24
2263,BANK-802,,To Do,user0048,2026-09-14
2264,BANK-802,To Do,In Progress,user0008,2026-09-18
2265,BANK-802,In Progress,Testing,user0003,2026-09-22
2266,BANK-802,Testing,Done,user0006,2026-10-05
2267,PORTAL-803,,To Do,user0043,2026-09-14
2268,PORTAL-803,To Do,In Progress,user0032,2026-09-19
2269,PORTAL-803,In Progress,Blocked,user0048,2026-09-18
2270,CRM-804,,To Do,user0036,2026-09-14
2271,CRM-804,To Do,In Progress,user0041,2026-09-19
2272,DATA-805,,To Do,user0046,2026-09-14
2273,DATA-805,To Do,In Progress,user0011,2026-09-19
2274,DATA-805,In Progress,Testing,user0009,2026-09-16
2275,DATA-805,Testing,Done,user0048,2026-10-05
2276,MOB-806,,To Do,user0041,2026-09-14
2277,MOB-806,To Do,In Progress,user0003,2026-09-15
2278,MOB-806,In Progress,Testing,user0024,2026-09-16
2279,MOB-806,Testing,Done,user0007,2026-10-05
2280,PORTAL-807,,To Do,user0027,2026-09-14
2281,ECOM-808,,To Do,user0048,2026-09-14
2282,ECOM-808,To Do,In Progress,user0032,2026-09-19
2283,ECOM-808,In Progress,Testing,user0033,2026-09-28
2284,CRM-809,,To Do,user0037,2026-09-14
2285,CRM-809,To Do,In Progress,user0044,2026-09-18
2286,MOB-810,,To Do,user0019,2026-09-14
2287,MOB-810,To Do,In Progress,user0041,2026-09-20
2288,DATA-811,,To Do,user0045,2026-09-14
2289,DATA-811,To Do,In Progress,user0038,2026-09-15
2290,DATA-811,In Progress,Testing,user0044,2026-09-22
2291,DATA-811,Testing,Done,user0030,2026-10-05
2292,MOB-812,,To Do,user0044,2026-09-14
2293,MOB-812,To Do,In Progress,user0028,2026-09-18
2294,MOB-812,In Progress,Testing,user0016,2026-09-26
2295,MOB-812,Testing,Done,user0003,2026-09-17
2296,ERP-813,,To Do,user0039,2026-09-14
2297,ERP-813,To Do,In Progress,user0022,2026-09-17
2298,ERP-813,In Progress,Testing,user0005,2026-09-18
2299,ERP-813,Testing,Done,user0047,2026-09-29
2300,CRM-814,,To Do,user0046,2026-09-14
2301,CRM-814,To Do,In Progress,user0018,2026-09-20
2302,CRM-814,In Progress,Blocked,user0009,2026-09-18
2303,MOB-815,,To Do,user0025,2026-09-14
2304,MOB-815,To Do,In Progress,user0048,2026-09-17
2305,CRM-816,,To Do,user0016,2026-09-14
2306,CRM-816,To Do,In Progress,user0031,2026-09-16
2307,CLOUD-817,,To Do,user0017,2026-09-14
2308,CLOUD-817,To Do,In Progress,user0031,2026-09-21
2309,CLOUD-817,In Progress,Blocked,user0045,2026-09-28
2310,BANK-818,,To Do,user0042,2026-09-14
2311,BANK-818,To Do,In Progress,user0023,2026-09-20
2312,BANK-818,In Progress,Testing,user0031,2026-09-16
2313,BANK-818,Testing,Done,user0010,2026-09-26
2314,DATA-819,,To Do,user0015,2026-09-14
2315,ECOM-820,,To Do,user0009,2026-09-14
2316,MOB-821,,To Do,user0030,2026-09-14
2317,MOB-821,To Do,In Progress,user0003,2026-09-17
2318,ECOM-822,,To Do,user0043,2026-09-14
2319,BI-823,,To Do,user0020,2026-09-14
2320,BI-823,To Do,In Progress,user0017,2026-09-21
2321,BI-823,In Progress,Testing,user0015,2026-09-24
2322,BI-823,Testing,Done,user0032,2026-09-17
2323,CRM-824,,To Do,user0043,2026-09-14
2324,PORTAL-825,,To Do,user0048,2026-09-14
2325,PORTAL-825,To Do,In Progress,user0014,2026-09-19
2326,PORTAL-825,In Progress,Blocked,user0001,2026-09-22
2327,ECOM-826,,To Do,user0005,2026-09-14
2328,ECOM-826,To Do,In Progress,user0006,2026-09-18
2329,ECOM-826,In Progress,Testing,user0046,2026-09-22
2330,ECOM-827,,To Do,user0031,2026-09-14
2331,ECOM-827,To Do,In Progress,user0046,2026-09-20
2332,ECOM-827,In Progress,Testing,user0015,2026-09-22
2333,ECOM-827,Testing,Done,user0002,2026-10-02
2334,ECOM-827,Done,Reopened,user0013,2026-09-30
2335,ECOM-828,,To Do,user0011,2026-09-14
2336,ECOM-828,To Do,In Progress,user0043,2026-09-16
2337,ECOM-828,In Progress,Testing,user0031,2026-09-20
2338,ECOM-828,Testing,Done,user0035,2026-09-23
2339,ECOM-828,Done,Reopened,user0034,2026-09-26
2340,BANK-829,,To Do,user0026,2026-09-14
2341,CRM-830,,To Do,user0039,2026-09-14
2342,CRM-830,To Do,In Progress,user0029,2026-09-15
2343,CRM-830,In Progress,Blocked,user0003,2026-09-28
2344,BI-831,,To Do,user0014,2026-09-14
2345,BI-831,To Do,In Progress,user0033,2026-09-21
2346,BI-831,In Progress,Testing,user0036,2026-09-24
2347,DATA-832,,To Do,user0007,2026-09-14
2348,SEC-833,,To Do,user0010,2026-09-14
2349,SEC-833,To Do,In Progress,user0021,2026-09-19
2350,SEC-833,In Progress,Testing,user0029,2026-09-28
2351,SEC-833,Testing,Done,user0034,2026-09-29
2352,CLOUD-834,,To Do,user0012,2026-09-14
2353,MOB-835,,To Do,user0014,2026-09-14
2354,BANK-836,,To Do,user0044,2026-09-14
2355,BANK-836,To Do,In Progress,user0022,2026-09-21
2356,BANK-836,In Progress,Testing,user0028,2026-09-24
2357,CRM-837,,To Do,user0014,2026-09-14
2358,BI-838,,To Do,user0010,2026-09-14
2359,BI-838,To Do,In Progress,user0009,2026-09-20
2360,BI-838,In Progress,Testing,user0019,2026-09-18
2361,BI-838,Testing,Done,user0009,2026-10-05
2362,BANK-839,,To Do,user0027,2026-09-14
2363,BANK-839,To Do,In Progress,user0005,2026-09-17
2364,BANK-839,In Progress,Testing,user0008,2026-09-16
2365,BANK-839,Testing,Done,user0041,2026-09-23
2366,BANK-839,Done,Reopened,user0010,2026-09-26
2367,BI-840,,To Do,user0001,2026-09-14
2368,BI-840,To Do,In Progress,user0025,2026-09-17
2369,BI-840,In Progress,Testing,user0025,2026-09-28
2370,DATA-841,,To Do,user0022,2026-09-14
2371,DATA-841,To Do,In Progress,user0029,2026-09-21
2372,ERP-842,,To Do,user0027,2026-09-14
2373,ERP-842,To Do,In Progress,user0047,2026-09-15
2374,CRM-843,,To Do,user0026,2026-09-14
2375,CRM-843,To Do,In Progress,user0041,2026-09-15
2376,SEC-844,,To Do,user0010,2026-09-14
2377,ECOM-845,,To Do,user0008,2026-09-14
2378,ECOM-845,To Do,In Progress,user0017,2026-09-18
2379,ECOM-845,In Progress,Testing,user0020,2026-09-18
2380,ECOM-845,Testing,Done,user0008,2026-09-20
2381,CRM-846,,To Do,user0035,2026-09-14
2382,CRM-846,To Do,In Progress,user0016,2026-09-17
2383,CRM-846,In Progress,Testing,user0035,2026-09-24
2384,DATA-847,,To Do,user0033,2026-09-14
2385,DATA-847,To Do,In Progress,user0013,2026-09-19
2386,DATA-847,In Progress,Testing,user0037,2026-09-26
2387,DATA-847,Testing,Done,user0016,2026-09-17
2388,DATA-847,Done,Reopened,user0007,2026-10-08
2389,BI-848,,To Do,user0039,2026-09-14
2390,BI-848,To Do,In Progress,user0017,2026-09-18
2391,BI-848,In Progress,Testing,user0028,2026-09-22
2392,BI-848,Testing,Done,user0001,2026-09-29
2393,BI-849,,To Do,user0010,2026-09-14
2394,BI-849,To Do,In Progress,user0026,2026-09-21
2395,BI-849,In Progress,Testing,user0047,2026-09-26
2396,BI-849,Testing,Done,user0031,2026-09-29
2397,CLOUD-850,,To Do,user0048,2026-09-14
2398,CLOUD-850,To Do,In Progress,user0023,2026-09-19
2399,CLOUD-850,In Progress,Testing,user0041,2026-09-16
2400,CLOUD-850,Testing,Done,user0007,2026-10-02
2401,CLOUD-850,Done,Reopened,user0028,2026-09-30
2402,BI-851,,To Do,user0046,2026-09-14
2403,BI-851,To Do,In Progress,user0028,2026-09-20
2404,BI-851,In Progress,Testing,user0010,2026-09-16
2405,BI-851,Testing,Done,user0032,2026-09-23
2406,BI-852,,To Do,user0044,2026-09-14
2407,DATA-853,,To Do,user0042,2026-09-14
2408,SEC-854,,To Do,user0021,2026-09-14
2409,SEC-854,To Do,In Progress,user0045,2026-09-21
2410,SEC-854,In Progress,Blocked,user0030,2026-09-24
2411,PORTAL-855,,To Do,user0028,2026-09-14
2412,PORTAL-855,To Do,In Progress,user0028,2026-09-17
2413,SEC-856,,To Do,user0011,2026-09-14
2414,CLOUD-857,,To Do,user0024,2026-09-14
2415,CLOUD-857,To Do,In Progress,user0044,2026-09-19
2416,CLOUD-857,In Progress,Testing,user0003,2026-09-26
2417,CLOUD-857,Testing,Done,user0036,2026-09-20
2418,CLOUD-857,Done,Reopened,user0031,2026-09-22
2419,SEC-858,,To Do,user0030,2026-09-14
2420,SEC-858,To Do,In Progress,user0020,2026-09-20
2421,SEC-858,In Progress,Testing,user0040,2026-09-22
2422,SEC-858,Testing,Done,user0018,2026-10-05
2423,MOB-859,,To Do,user0035,2026-09-14
2424,MOB-859,To Do,In Progress,user0022,2026-09-16
2425,DATA-860,,To Do,user0019,2026-09-14
2426,DATA-860,To Do,In Progress,user0021,2026-09-21
2427,DATA-860,In Progress,Testing,user0025,2026-09-22
2428,DATA-860,Testing,Done,user0019,2026-09-20
2429,BI-861,,To Do,user0029,2026-09-14
2430,BI-861,To Do,In Progress,user0036,2026-09-20
2431,BI-861,In Progress,Testing,user0003,2026-09-18
2432,CRM-862,,To Do,user0007,2026-09-14
2433,BANK-863,,To Do,user0032,2026-09-14
2434,BANK-864,,To Do,user0025,2026-09-14
2435,BANK-864,To Do,In Progress,user0016,2026-09-19
2436,BANK-864,In Progress,Testing,user0011,2026-09-20
2437,PORTAL-865,,To Do,user0048,2026-09-14
2438,PORTAL-865,To Do,In Progress,user0034,2026-09-20
2439,PORTAL-865,In Progress,Testing,user0016,2026-09-16
2440,BANK-866,,To Do,user0009,2026-09-14
2441,BANK-866,To Do,In Progress,user0017,2026-09-20
2442,SEC-867,,To Do,user0049,2026-09-14
2443,SEC-867,To Do,In Progress,user0019,2026-09-15
2444,SEC-867,In Progress,Blocked,user0048,2026-09-22
2445,PORTAL-868,,To Do,user0015,2026-09-14
2446,BANK-869,,To Do,user0011,2026-09-14
2447,BANK-869,To Do,In Progress,user0042,2026-09-15
2448,BANK-869,In Progress,Testing,user0041,2026-09-22
2449,BANK-869,Testing,Done,user0022,2026-09-17
2450,SEC-870,,To Do,user0031,2026-09-14
2451,SEC-870,To Do,In Progress,user0025,2026-09-16
2452,SEC-870,In Progress,Testing,user0032,2026-09-28
2453,SEC-870,Testing,Done,user0037,2026-09-26
2454,BI-871,,To Do,user0013,2026-09-14
2455,BI-871,To Do,In Progress,user0004,2026-09-15
2456,BI-871,In Progress,Testing,user0047,2026-09-18
2457,BI-871,Testing,Done,user0004,2026-10-02
2458,ERP-872,,To Do,user0003,2026-09-14
2459,ERP-872,To Do,In Progress,user0013,2026-09-17
2460,ERP-872,In Progress,Testing,user0004,2026-09-18
2461,BANK-873,,To Do,user0032,2026-09-14
2462,BANK-873,To Do,In Progress,user0037,2026-09-18
2463,BANK-873,In Progress,Testing,user0002,2026-09-28
2464,SEC-874,,To Do,user0002,2026-09-14
2465,ECOM-875,,To Do,user0006,2026-09-14
2466,SEC-876,,To Do,user0006,2026-09-14
2467,SEC-876,To Do,In Progress,user0024,2026-09-21
2468,SEC-876,In Progress,Testing,user0012,2026-09-18
2469,SEC-876,Testing,Done,user0033,2026-09-20
2470,CLOUD-877,,To Do,user0020,2026-09-14
2471,CLOUD-877,To Do,In Progress,user0037,2026-09-15
2472,CLOUD-878,,To Do,user0022,2026-09-14
2473,CLOUD-878,To Do,In Progress,user0022,2026-09-17
2474,CLOUD-878,In Progress,Testing,user0028,2026-09-16
2475,CLOUD-878,Testing,Done,user0011,2026-10-05
2476,BANK-879,,To Do,user0008,2026-09-14
2477,BANK-879,To Do,In Progress,user0008,2026-09-19
2478,MOB-880,,To Do,user0025,2026-09-14
2479,DATA-881,,To Do,user0005,2026-09-14
2480,DATA-881,To Do,In Progress,user0035,2026-09-19
2481,DATA-881,In Progress,Testing,user0019,2026-09-20
2482,DATA-882,,To Do,user0048,2026-09-14
2483,DATA-882,To Do,In Progress,user0004,2026-09-19
2484,DATA-882,In Progress,Testing,user0025,2026-09-22
2485,DATA-882,Testing,Done,user0047,2026-09-26
2486,DATA-882,Done,Reopened,user0018,2026-09-30
2487,ERP-883,,To Do,user0028,2026-09-14
2488,BI-884,,To Do,user0041,2026-09-14
2489,BI-884,To Do,In Progress,user0044,2026-09-19
2490,BI-884,In Progress,Blocked,user0043,2026-09-16
2491,SEC-885,,To Do,user0050,2026-09-14
2492,SEC-885,To Do,In Progress,user0027,2026-09-20
2493,CLOUD-886,,To Do,user0005,2026-09-14
2494,CLOUD-886,To Do,In Progress,user0023,2026-09-18
2495,CLOUD-886,In Progress,Testing,user0009,2026-09-16
2496,CLOUD-887,,To Do,user0021,2026-09-14
2497,CLOUD-887,To Do,In Progress,user0017,2026-09-21
2498,CLOUD-887,In Progress,Testing,user0013,2026-09-22
2499,BI-888,,To Do,user0003,2026-09-14
2500,BI-888,To Do,In Progress,user0011,2026-09-17
2501,BI-888,In Progress,Testing,user0042,2026-09-28
2502,ERP-889,,To Do,user0020,2026-09-14
2503,PORTAL-890,,To Do,user0024,2026-09-14
2504,PORTAL-890,To Do,In Progress,user0016,2026-09-16
2505,BI-891,,To Do,user0029,2026-09-14
2506,BI-891,To Do,In Progress,user0049,2026-09-18
2507,BI-891,In Progress,Testing,user0032,2026-09-24
2508,BI-891,Testing,Done,user0004,2026-10-05
2509,ERP-892,,To Do,user0002,2026-09-14
2510,ERP-892,To Do,In Progress,user0037,2026-09-15
2511,ERP-893,,To Do,user0022,2026-09-14
2512,ERP-893,To Do,In Progress,user0023,2026-09-17
2513,ERP-893,In Progress,Testing,user0027,2026-09-16
2514,ERP-893,Testing,Done,user0039,2026-10-02
2515,BANK-894,,To Do,user0022,2026-09-14
2516,BANK-894,To Do,In Progress,user0031,2026-09-20
2517,BANK-894,In Progress,Blocked,user0016,2026-09-22
2518,SEC-895,,To Do,user0014,2026-09-14
2519,SEC-895,To Do,In Progress,user0042,2026-09-19
2520,SEC-895,In Progress,Testing,user0012,2026-09-16
2521,SEC-895,Testing,Done,user0021,2026-09-20
2522,SEC-895,Done,Reopened,user0020,2026-10-12
2523,ERP-896,,To Do,user0013,2026-09-14
2524,ERP-896,To Do,In Progress,user0014,2026-09-20
2525,ERP-896,In Progress,Testing,user0003,2026-09-22
2526,ERP-897,,To Do,user0010,2026-09-14
2527,ERP-897,To Do,In Progress,user0014,2026-09-15
2528,ERP-897,In Progress,Testing,user0027,2026-09-22
2529,ERP-897,Testing,Done,user0009,2026-09-17
2530,ERP-897,Done,Reopened,user0003,2026-10-08
2531,BI-898,,To Do,user0032,2026-09-14
2532,BANK-899,,To Do,user0029,2026-09-14
2533,PORTAL-900,,To Do,user0031,2026-09-14
2534,PORTAL-900,To Do,In Progress,user0026,2026-09-16
2535,ERP-901,,To Do,user0035,2026-09-14
2536,ERP-901,To Do,In Progress,user0016,2026-09-15
2537,PORTAL-902,,To Do,user0028,2026-09-14
2538,BANK-903,,To Do,user0039,2026-09-14
2539,BANK-903,To Do,In Progress,user0029,2026-09-20
2540,BANK-903,In Progress,Testing,user0002,2026-09-22
2541,MOB-904,,To Do,user0046,2026-09-14
2542,MOB-904,To Do,In Progress,user0001,2026-09-19
2543,MOB-904,In Progress,Testing,user0025,2026-09-20
2544,MOB-904,Testing,Done,user0028,2026-10-02
2545,ECOM-905,,To Do,user0003,2026-09-14
2546,BANK-906,,To Do,user0022,2026-09-14
2547,BANK-906,To Do,In Progress,user0049,2026-09-19
2548,BANK-906,In Progress,Blocked,user0048,2026-09-18
2549,DATA-907,,To Do,user0038,2026-09-14
2550,DATA-907,To Do,In Progress,user0018,2026-09-19
2551,DATA-907,In Progress,Testing,user0013,2026-09-24
2552,DATA-907,Testing,Done,user0018,2026-09-23
2553,BI-908,,To Do,user0046,2026-09-14
2554,BI-908,To Do,In Progress,user0005,2026-09-19
2555,BI-909,,To Do,user0042,2026-09-14
2556,BI-909,To Do,In Progress,user0006,2026-09-18
2557,BI-909,In Progress,Testing,user0040,2026-09-20
2558,BI-909,Testing,Done,user0012,2026-09-17
2559,CLOUD-910,,To Do,user0036,2026-09-14
2560,SEC-911,,To Do,user0040,2026-09-14
2561,SEC-911,To Do,In Progress,user0036,2026-09-20
2562,MOB-912,,To Do,user0027,2026-09-14
2563,MOB-912,To Do,In Progress,user0012,2026-09-20
2564,ECOM-913,,To Do,user0021,2026-09-14
2565,ECOM-913,To Do,In Progress,user0022,2026-09-17
2566,ECOM-913,In Progress,Testing,user0020,2026-09-22
2567,ECOM-913,Testing,Done,user0007,2026-10-05
2568,ECOM-913,Done,Reopened,user0017,2026-10-04
2569,BANK-914,,To Do,user0023,2026-09-14
2570,BANK-914,To Do,In Progress,user0003,2026-09-20
2571,CRM-915,,To Do,user0041,2026-09-14
2572,CRM-915,To Do,In Progress,user0003,2026-09-19
2573,CRM-916,,To Do,user0025,2026-09-14
2574,CRM-916,To Do,In Progress,user0015,2026-09-15
2575,CRM-916,In Progress,Testing,user0015,2026-09-22
2576,MOB-917,,To Do,user0001,2026-09-14
2577,MOB-917,To Do,In Progress,user0042,2026-09-19
2578,MOB-917,In Progress,Testing,user0046,2026-09-16
2579,MOB-917,Testing,Done,user0025,2026-10-05
2580,PORTAL-918,,To Do,user0027,2026-09-14
2581,PORTAL-918,To Do,In Progress,user0014,2026-09-19
2582,CRM-919,,To Do,user0016,2026-09-14
2583,CRM-919,To Do,In Progress,user0013,2026-09-21
2584,DATA-920,,To Do,user0025,2026-09-14
2585,DATA-920,To Do,In Progress,user0019,2026-09-16
2586,DATA-921,,To Do,user0012,2026-09-14
2587,DATA-921,To Do,In Progress,user0002,2026-09-19
2588,DATA-921,In Progress,Testing,user0043,2026-09-20
2589,DATA-921,Testing,Done,user0013,2026-09-20
2590,DATA-922,,To Do,user0048,2026-09-14
2591,DATA-922,To Do,In Progress,user0025,2026-09-21
2592,DATA-922,In Progress,Testing,user0018,2026-09-20
2593,DATA-922,Testing,Done,user0024,2026-09-23
2594,MOB-923,,To Do,user0033,2026-09-14
2595,MOB-923,To Do,In Progress,user0026,2026-09-15
2596,MOB-923,In Progress,Testing,user0038,2026-09-20
2597,MOB-923,Testing,Done,user0027,2026-09-23
2598,DATA-924,,To Do,user0022,2026-09-14
2599,DATA-924,To Do,In Progress,user0041,2026-09-16
2600,DATA-924,In Progress,Testing,user0027,2026-09-24
2601,DATA-924,Testing,Done,user0008,2026-09-29
2602,SEC-925,,To Do,user0040,2026-09-14
2603,SEC-925,To Do,In Progress,user0024,2026-09-15
2604,PORTAL-926,,To Do,user0030,2026-09-14
2605,PORTAL-926,To Do,In Progress,user0042,2026-09-17
2606,PORTAL-926,In Progress,Testing,user0002,2026-09-28
2607,PORTAL-926,Testing,Done,user0032,2026-10-02
2608,BANK-927,,To Do,user0038,2026-09-14
2609,BANK-927,To Do,In Progress,user0037,2026-09-17
2610,BANK-927,In Progress,Blocked,user0029,2026-09-16
2611,ECOM-928,,To Do,user0045,2026-09-14
2612,ECOM-928,To Do,In Progress,user0045,2026-09-19
2613,ECOM-928,In Progress,Testing,user0028,2026-09-16
2614,ECOM-928,Testing,Done,user0043,2026-09-17
2615,SEC-929,,To Do,user0035,2026-09-14
2616,SEC-929,To Do,In Progress,user0009,2026-09-15
2617,SEC-929,In Progress,Blocked,user0029,2026-09-20
2618,PORTAL-930,,To Do,user0004,2026-09-14
2619,DATA-931,,To Do,user0002,2026-09-14
2620,MOB-932,,To Do,user0045,2026-09-14
2621,MOB-932,To Do,In Progress,user0034,2026-09-19
2622,MOB-933,,To Do,user0011,2026-09-14
2623,MOB-933,To Do,In Progress,user0017,2026-09-16
2624,MOB-933,In Progress,Testing,user0038,2026-09-24
2625,SEC-934,,To Do,user0029,2026-09-14
2626,SEC-934,To Do,In Progress,user0020,2026-09-15
2627,SEC-934,In Progress,Testing,user0004,2026-09-22
2628,ERP-935,,To Do,user0032,2026-09-14
2629,ERP-935,To Do,In Progress,user0039,2026-09-17
2630,ERP-935,In Progress,Testing,user0022,2026-09-22
2631,ERP-935,Testing,Done,user0002,2026-09-17
2632,ECOM-936,,To Do,user0044,2026-09-14
2633,ECOM-936,To Do,In Progress,user0002,2026-09-20
2634,ECOM-936,In Progress,Testing,user0008,2026-09-18
2635,ECOM-936,Testing,Done,user0037,2026-10-02
2636,MOB-937,,To Do,user0029,2026-09-14
2637,MOB-937,To Do,In Progress,user0029,2026-09-19
2638,MOB-937,In Progress,Testing,user0049,2026-09-28
2639,MOB-937,Testing,Done,user0027,2026-10-02
2640,PORTAL-938,,To Do,user0042,2026-09-14
2641,BANK-939,,To Do,user0001,2026-09-14
2642,BANK-939,To Do,In Progress,user0020,2026-09-20
2643,SEC-940,,To Do,user0036,2026-09-14
2644,SEC-940,To Do,In Progress,user0043,2026-09-18
2645,SEC-940,In Progress,Testing,user0006,2026-09-16
2646,ERP-941,,To Do,user0022,2026-09-14
2647,BANK-942,,To Do,user0005,2026-09-14
2648,BANK-942,To Do,In Progress,user0020,2026-09-16
2649,BANK-942,In Progress,Testing,user0027,2026-09-22
2650,BANK-942,Testing,Done,user0022,2026-09-20
2651,BI-943,,To Do,user0038,2026-09-14
2652,BI-943,To Do,In Progress,user0005,2026-09-17
2653,BI-943,In Progress,Testing,user0024,2026-09-18
2654,BI-943,Testing,Done,user0028,2026-09-17
2655,BI-943,Done,Reopened,user0009,2026-10-12
2656,CLOUD-944,,To Do,user0047,2026-09-14
2657,CLOUD-944,To Do,In Progress,user0002,2026-09-20
2658,CRM-945,,To Do,user0025,2026-09-14
2659,CRM-945,To Do,In Progress,user0018,2026-09-15
2660,ECOM-946,,To Do,user0010,2026-09-14
2661,BANK-947,,To Do,user0034,2026-09-14
2662,BANK-947,To Do,In Progress,user0019,2026-09-20
2663,MOB-948,,To Do,user0019,2026-09-14
2664,MOB-948,To Do,In Progress,user0038,2026-09-18
2665,CLOUD-949,,To Do,user0034,2026-09-14
2666,DATA-950,,To Do,user0008,2026-09-14
2667,SEC-951,,To Do,user0028,2026-09-14
2668,SEC-951,To Do,In Progress,user0005,2026-09-19
2669,SEC-951,In Progress,Testing,user0018,2026-09-24
2670,DATA-952,,To Do,user0035,2026-09-14
2671,DATA-952,To Do,In Progress,user0042,2026-09-15
2672,BANK-953,,To Do,user0018,2026-09-14
2673,BANK-953,To Do,In Progress,user0025,2026-09-20
2674,BANK-953,In Progress,Testing,user0022,2026-09-18
2675,BANK-953,Testing,Done,user0036,2026-10-02
2676,SEC-954,,To Do,user0003,2026-09-14
2677,SEC-954,To Do,In Progress,user0041,2026-09-20
2678,SEC-954,In Progress,Blocked,user0009,2026-09-26
2679,PORTAL-955,,To Do,user0029,2026-09-14
2680,PORTAL-955,To Do,In Progress,user0009,2026-09-21
2681,MOB-956,,To Do,user0006,2026-09-14
2682,MOB-956,To Do,In Progress,user0007,2026-09-18
